"","duration","maxGrip","maxGripTime","maxGripTimeRel","condition","type","period","gripType","num","file","obsisSubj","obsisSession","obsisTrial","fins","stick","stickcm","orientation","stickcmCentered","stickFiveRef","stickNineRef","stickElevenRef","finsSumCoded"
"80",0.591666666666667,83.486394111993,0,0,"4","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","none","seven",7,"horizontal",-1,"seven","seven","seven","none"
"81",0.658333333333333,96.0256138282572,0.633333333333333,0.962025316455696,"5","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"82",0.566666666666667,79.8332087981228,0.566666666666667,1,"6","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"83",0.425,103.686770478176,0.425,1,"7","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"84",0.591666666666667,102.920273787302,0.591666666666667,1,"8","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"85",0.475,99.4007980808745,0.475,1,"9","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"86",0.55,123.57602172808,0.391666666666667,0.712121212121212,"10","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"87",0.591666666666667,128.294180424814,0,0,"11","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"88",0.55,126.205522701186,0.208333333333333,0.378787878787879,"12","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"89",0.75,66.6696968456319,0.283333333333333,0.377777777777778,"1","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_015.csv","063","001","015","none","five",5,"horizontal",-3,"five","five","five","none"
"90",0.408333333333333,71.0251803505387,0.383333333333333,0.938775510204082,"2","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_015.csv","063","001","015","open","five",5,"horizontal",-3,"five","five","five","open"
"91",0.616666666666667,87.6050206174373,0.491666666666667,0.797297297297297,"6","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_015.csv","063","001","015","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"92",0.558333333333333,106.590152457642,0,0,"7","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_015.csv","063","001","015","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"93",0.541666666666667,121.204701721194,0,0,"10","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_015.csv","063","001","015","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"94",0.708333333333333,52.1462022838323,0.183333333333333,0.258823529411765,"1","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","none","five",5,"horizontal",-3,"five","five","five","none"
"95",0.791666666666667,55.8031789023904,0.625,0.789473684210526,"2","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","open","five",5,"horizontal",-3,"five","five","five","open"
"96",0.708333333333333,48.2579073409608,0.708333333333333,1,"3","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_064/GRI_064-SESSION_001-TRIAL_002.csv","064","001","002","closed","five",5,"horizontal",-3,"five","five","five","closed"
